customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,daily_charges,total_services_count
8152-vetur,0,0,0,1,0,72,1,1,fiber_optic,0,1,0,0,1,1,two_year,1,credit_card_automatic,97.7,6869.7,3.21,6
8155-ibnhg,1,0,0,1,0,24,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,75.4,1747.85,2.48,3
8158-wpezg,0,1,0,0,0,11,0,0,dsl,0,1,0,1,0,0,month-to-month,1,electronic_check,35.65,425.1,1.17,3
8160-howox,0,0,0,0,0,7,1,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic_check,66.85,458.1,2.2,4
8161-qymtt,0,1,0,0,0,7,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,94.1,701.3,3.09,5
8164-ockuj,0,0,0,1,1,59,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.6,1286.0,0.68,1
8165-cbkxo,0,1,0,1,1,66,0,0,dsl,0,1,1,0,1,1,two_year,1,credit_card_automatic,56.75,3708.4,1.86,5
8165-zjrnm,0,0,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,23.75,1679.25,0.78,2
8166-orchu,0,1,1,1,0,33,1,0,fiber_optic,1,1,0,1,0,1,one_year,1,electronic_check,93.55,3055.5,3.07,6
8166-zztfs,1,0,1,1,0,66,1,1,dsl,0,1,1,0,1,1,two_year,1,bank_transfer_automatic,80.55,5265.1,2.65,7
8167-gjlrn,0,1,0,0,0,3,0,0,dsl,0,0,0,1,0,0,month-to-month,0,electronic_check,30.4,82.15,1.0,2
8168-uqwwf,1,0,0,0,0,11,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,bank_transfer_automatic,97.85,1105.4,3.21,6
8169-saejd,0,1,1,1,0,69,0,0,dsl,1,1,0,0,1,1,two_year,0,credit_card_automatic,56.55,3952.65,1.86,5
8173-rxayp,0,0,0,1,1,24,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.7,452.55,0.65,1
8174-lnwmw,0,0,0,0,0,31,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,20.9,689.35,0.69,1
8174-tbvcf,0,0,0,1,0,70,1,1,dsl,1,1,1,1,1,1,two_year,1,credit_card_automatic,94.8,6859.05,3.11,9
8178-eyzuo,1,1,0,0,0,46,1,1,fiber_optic,1,1,0,0,0,1,month-to-month,1,electronic_check,93.7,4154.8,3.08,6
8180-akmjv,0,0,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,44.55,44.55,1.46,2
8181-yhcmf,0,0,0,1,1,68,0,0,dsl,0,1,1,1,1,1,two_year,0,credit_card_automatic,60.3,4109.0,1.98,6
8182-bjdsi,1,0,0,0,0,28,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic_check,89.95,2625.55,2.96,5
8182-pnagi,1,1,0,0,0,12,1,0,dsl,0,0,0,1,0,0,month-to-month,0,bank_transfer_automatic,50.25,593.75,1.65,3
8183-onmxc,1,0,0,0,0,2,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,0,electronic_check,80.75,159.45,2.65,3
8184-wmofi,0,1,0,1,1,62,1,0,dsl,1,0,1,1,0,1,one_year,0,credit_card_automatic,71.4,4487.3,2.35,6
8185-upybr,1,1,0,1,0,6,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,75.5,438.0,2.48,3
8189-dukmv,0,0,0,1,0,4,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,20.5,79.05,0.67,1
8189-hbvrw,0,0,0,0,0,53,1,1,fiber_optic,1,1,1,0,0,0,month-to-month,0,electronic_check,90.8,4921.2,2.98,6
8189-xrike,0,0,1,0,0,32,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,electronic_check,90.95,2897.95,2.99,4
8190-ztqfb,0,1,0,0,0,41,0,0,dsl,0,0,1,0,1,1,one_year,1,electronic_check,51.35,2075.1,1.69,4
8191-xwszg,0,0,0,0,0,52,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.65,1022.95,0.68,1
8194-peeby,0,0,0,1,1,24,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.9,533.5,0.65,1
8197-bfwvu,0,0,0,1,1,72,1,1,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,93.25,6688.95,3.06,9
8198-rkszg,0,0,0,1,1,14,1,1,dsl,0,1,0,1,1,1,month-to-month,0,credit_card_automatic,80.45,1137.05,2.64,7
8199-zllsa,1,1,0,0,0,67,1,1,fiber_optic,1,1,1,1,1,1,one_year,1,bank_transfer_automatic,118.35,7804.15,3.89,9
8200-klnyw,0,0,0,1,0,21,1,0,dsl,1,0,1,1,1,1,one_year,0,mailed_check,80.9,1714.95,2.66,7
8200-lgksr,0,1,0,1,0,71,1,1,dsl,1,0,1,1,1,1,two_year,0,electronic_check,83.2,6126.1,2.73,8
8201-aaxcb,0,1,0,1,1,25,1,1,dsl,0,0,0,0,1,0,month-to-month,0,electronic_check,60.35,1404.65,1.98,4
8203-xjzrc,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.25,20.25,0.67,1
8204-tifgj,0,0,0,0,0,23,1,0,no,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,20.3,470.6,0.67,1
8204-yjcla,0,1,1,1,1,72,0,0,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,64.8,4732.35,2.13,7
8205-mqugy,0,1,0,1,1,12,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic_check,49.2,571.15,1.62,3
8205-otchb,1,1,0,0,0,22,0,0,dsl,0,1,1,0,0,1,one_year,1,bank_transfer_automatic,43.75,903.6,1.44,4
8205-vslrb,0,1,0,1,0,70,1,1,dsl,1,0,1,1,0,1,two_year,0,credit_card_automatic,77.3,5498.2,2.54,7
8207-dmrvl,0,1,0,1,1,72,1,1,fiber_optic,1,1,1,1,1,1,two_year,0,bank_transfer_automatic,114.55,8306.05,3.76,9
8207-vvmyb,0,0,0,1,0,70,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,26.0,2006.95,0.85,2
8208-eumte,0,1,0,0,0,16,0,0,dsl,1,1,1,1,1,0,two_year,0,mailed_check,54.85,916.15,1.8,6
8212-crqxp,0,0,0,1,0,22,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,credit_card_automatic,80.0,1706.45,2.63,3
8212-djrch,0,1,0,1,1,5,1,0,fiber_optic,1,0,1,0,0,1,month-to-month,1,mailed_check,90.35,434.5,2.97,5
8213-tazpm,0,0,0,1,1,69,1,1,fiber_optic,0,1,1,1,1,1,one_year,1,bank_transfer_automatic,108.75,7493.05,3.57,8
8215-ngspe,0,0,0,1,1,42,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.0,833.55,0.66,1
8216-azuuz,0,0,0,1,1,42,1,0,fiber_optic,0,0,1,1,1,1,two_year,1,electronic_check,100.4,4303.65,3.3,6
8217-qyohv,0,1,0,0,0,5,1,0,dsl,1,0,0,1,0,0,month-to-month,1,mailed_check,55.75,266.95,1.83,4
8218-ffjds,0,0,0,1,0,72,1,1,dsl,1,1,0,1,1,1,two_year,1,bank_transfer_automatic,86.4,6058.95,2.84,8
8219-vybvi,0,1,0,0,1,39,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,25.0,1004.35,0.82,2
8220-ocufy,0,0,0,0,0,21,1,0,dsl,1,0,1,1,0,0,one_year,1,electronic_check,60.25,1258.35,1.98,5
8221-eqdgl,0,1,0,1,0,35,1,0,dsl,1,1,1,0,0,0,month-to-month,0,mailed_check,61.0,2130.45,2.0,5
8221-hvayi,0,1,0,1,1,35,1,1,dsl,1,1,1,1,0,0,two_year,1,credit_card_automatic,69.15,2490.15,2.27,7
8224-dwckx,0,1,1,0,0,12,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,73.3,828.05,2.41,3
8224-ivvpa,0,0,0,0,0,27,1,0,dsl,1,1,0,0,0,0,month-to-month,1,mailed_check,56.7,1652.95,1.86,4
8224-kdlkn,0,1,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,25.0,1738.9,0.82,2
8224-uaxbz,0,0,0,1,0,58,0,0,dsl,1,1,0,0,1,0,one_year,1,electronic_check,45.35,2540.1,1.49,4
8225-btjau,1,1,1,0,0,10,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,79.25,793.55,2.6,3
8226-bxges,0,1,0,1,0,64,1,1,fiber_optic,1,1,1,0,0,0,one_year,0,bank_transfer_automatic,89.45,5692.65,2.94,6
8229-bujhx,0,0,0,1,1,71,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,20.5,1500.95,0.67,1
8229-myejz,0,0,0,0,0,10,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic_check,51.2,498.25,1.68,3
8229-tniqa,1,0,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,45.3,196.95,1.49,2
8231-bswxx,0,1,0,0,0,71,1,1,fiber_optic,0,1,0,0,0,0,one_year,1,credit_card_automatic,79.05,5552.5,2.6,4
8232-ctlko,0,0,0,1,1,66,1,0,dsl,1,0,0,0,1,0,two_year,1,electronic_check,59.75,3996.8,1.96,4
8232-utfoz,0,1,0,0,0,69,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.95,1399.35,0.66,1
8234-gszyk,0,1,0,0,0,43,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,26.45,1110.05,0.87,2
8237-ulixl,0,0,0,1,0,72,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,24.85,1871.85,0.82,2
8241-juiqo,0,0,0,0,0,61,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,19.45,1336.35,0.64,1
8242-jsvbo,0,1,0,0,0,7,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,44.65,322.5,1.47,2
8242-pdsgj,0,1,0,1,0,70,0,0,dsl,1,0,1,1,0,0,two_year,1,credit_card_automatic,39.15,2692.75,1.29,4
8242-soquo,0,0,1,0,0,5,1,0,fiber_optic,0,1,0,0,1,0,month-to-month,1,electronic_check,84.7,392.5,2.78,4
8245-umpyt,1,0,1,0,0,16,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,96.4,1581.2,3.17,5
8246-shfga,0,1,0,0,0,17,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,21.1,385.55,0.69,1
8249-thvec,0,1,0,1,1,51,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.4,997.75,0.64,1
8250-znggw,0,0,1,0,0,5,1,0,dsl,1,1,0,1,0,0,month-to-month,0,credit_card_automatic,59.9,287.85,1.97,5
8257-rzahr,1,0,0,1,0,14,1,1,dsl,1,0,0,0,1,0,month-to-month,1,bank_transfer_automatic,64.7,941.0,2.13,5
8258-gstjk,1,1,1,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,77.0,237.75,2.53,3
8259-dzliz,0,0,0,1,1,64,1,1,dsl,0,1,0,0,0,0,one_year,1,bank_transfer_automatic,53.85,3399.85,1.77,4
8259-nfjtv,0,0,0,1,1,7,0,0,dsl,1,0,0,1,0,0,month-to-month,0,mailed_check,34.65,246.6,1.14,3
8260-ngfny,1,0,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,25.2,25.2,0.83,1
8261-gwdbq,0,0,1,1,0,60,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,116.05,6925.9,3.81,9
8262-coggb,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.45,20.45,0.67,1
8263-jqaik,1,1,1,0,0,2,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,24.45,47.5,0.8,1
8263-oketd,0,0,0,0,0,20,1,1,dsl,0,1,0,1,0,1,month-to-month,1,credit_card_automatic,68.9,1370.35,2.26,6
8263-qmntj,0,1,0,1,0,72,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,electronic_check,115.55,8425.3,3.8,9
8265-hksow,0,0,0,1,1,72,1,1,fiber_optic,1,1,1,1,0,1,two_year,0,credit_card_automatic,107.45,7658.3,3.53,8
8266-vbfql,0,1,0,0,0,4,1,0,fiber_optic,0,0,1,1,0,1,month-to-month,1,electronic_check,90.4,356.65,2.97,5
8267-kfgyd,0,1,0,0,1,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,21.05,21.05,0.69,1
8267-znyvz,1,0,0,1,0,33,1,0,fiber_optic,1,0,1,1,1,1,one_year,1,electronic_check,103.75,3361.05,3.41,7
8268-ydixr,0,1,0,1,0,56,1,1,fiber_optic,1,1,1,0,0,0,one_year,1,electronic_check,93.15,5253.95,3.06,6
8270-rksap,0,1,0,0,0,9,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,70.5,597.9,2.32,2
8272-onjlv,0,1,0,0,0,12,1,0,fiber_optic,0,0,1,0,1,1,one_year,0,electronic_check,95.7,1184.0,3.14,5
8276-mqbyc,1,1,1,0,0,51,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,97.8,4913.3,3.21,6
8277-rvrsv,0,0,0,1,1,33,1,1,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,24.15,800.3,0.79,2
8280-mqrqn,1,0,0,0,0,1,1,0,dsl,0,0,1,0,0,0,month-to-month,1,mailed_check,50.45,50.45,1.66,3
8285-abvlb,0,0,0,1,0,70,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.85,1328.35,0.65,1
8286-afuyi,0,1,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,0,electronic_check,47.95,47.95,1.58,3
8290-ywkhz,1,0,1,1,0,32,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,93.2,2931.0,3.06,5
8292-frfzq,0,0,0,0,0,39,0,0,dsl,1,1,0,1,0,0,one_year,0,bank_transfer_automatic,41.15,1700.9,1.35,4
8292-itgyj,0,0,0,1,1,45,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,24.65,1138.8,0.81,2
8292-tyspy,1,1,0,0,0,19,1,0,dsl,0,0,1,1,0,0,month-to-month,1,credit_card_automatic,55.0,1046.5,1.81,4
8294-uimba,0,0,0,0,0,30,1,0,fiber_optic,0,0,0,1,1,1,one_year,1,bank_transfer_automatic,94.4,2638.1,3.1,5
8295-fhivv,0,1,0,0,0,7,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.4,168.65,0.64,1
8295-kmene,0,0,0,1,1,59,1,1,dsl,1,0,1,1,1,0,two_year,1,mailed_check,76.45,4519.5,2.51,7
8305-vhzbz,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.2,20.2,0.66,1
8309-ieyjd,0,0,1,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,70.6,70.6,2.32,2
8309-ppced,0,0,0,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,bank_transfer_automatic,110.45,7982.5,3.63,8
8311-ueuab,0,0,0,1,1,67,1,1,dsl,1,0,0,0,1,1,two_year,1,electronic_check,75.5,5229.45,2.48,6
8313-afgbw,0,1,0,1,0,47,1,0,dsl,0,1,1,0,1,1,two_year,0,electronic_check,73.6,3522.65,2.42,6
8313-ktihg,0,1,0,0,0,4,1,0,dsl,0,0,0,1,1,0,month-to-month,1,electronic_check,61.3,249.4,2.01,4
8313-ndoia,0,0,0,0,0,24,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,104.15,2494.65,3.42,7
8314-dpqhl,0,1,0,0,0,9,0,0,dsl,1,0,1,1,0,1,one_year,0,mailed_check,50.8,463.6,1.67,5
8314-htwve,0,0,0,1,1,7,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.85,144.15,0.65,1
8316-bbqay,0,0,0,0,0,65,0,0,dsl,1,0,1,1,1,1,two_year,0,credit_card_automatic,59.95,3921.1,1.97,6
8317-bvkso,0,1,0,0,0,14,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic_check,20.05,299.3,0.66,1
8318-lcnbw,0,1,0,1,0,35,0,0,dsl,1,0,1,0,1,1,one_year,0,credit_card_automatic,53.15,1930.9,1.75,5
8319-qbehw,0,1,0,0,1,26,0,0,dsl,0,1,0,0,1,0,one_year,1,bank_transfer_automatic,39.95,1023.75,1.31,3
8325-qrpzr,0,0,0,0,0,7,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic_check,75.15,525.0,2.47,3
8327-lzkas,1,0,1,1,0,43,1,1,fiber_optic,0,0,1,1,1,1,one_year,1,electronic_check,107.55,4533.9,3.53,7
8327-wkmie,0,1,0,0,0,37,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,20.15,785.75,0.66,1
8328-skjno,0,1,0,0,1,23,0,0,dsl,1,1,0,1,0,0,one_year,0,bank_transfer_automatic,40.65,947.4,1.34,4
8329-gwvpj,0,0,0,1,1,50,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,69.75,3557.7,2.29,2
8329-ibcti,1,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.65,19.65,0.65,1
8329-utmvm,0,1,1,0,0,27,1,1,fiber_optic,0,1,0,1,1,1,one_year,1,bank_transfer_automatic,104.65,2964.0,3.44,7
8331-zxfoe,0,0,0,0,0,58,1,1,dsl,1,1,1,1,0,0,one_year,1,credit_card_automatic,71.1,4299.2,2.34,7
8332-osjdw,0,1,0,1,1,12,1,1,no,0,0,0,0,0,0,one_year,0,mailed_check,26.4,314.95,0.87,2
8336-tavkx,0,0,1,1,0,72,1,1,dsl,1,1,1,1,0,1,two_year,0,bank_transfer_automatic,78.45,5682.25,2.58,8
8337-mssxb,1,0,0,0,0,14,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic_check,86.3,1180.95,2.84,4
8337-upoaq,1,1,1,1,0,10,1,1,fiber_optic,0,0,1,0,0,1,month-to-month,1,electronic_check,89.8,914.3,2.95,5
8338-qiunr,0,1,0,1,1,72,1,1,dsl,1,0,1,1,0,0,two_year,1,credit_card_automatic,66.5,4811.6,2.18,6
8344-wfmfh,0,1,0,0,1,9,1,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic_check,50.1,484.05,1.65,3
8345-mvdyc,0,0,0,0,0,45,1,0,dsl,1,0,1,1,1,1,two_year,0,bank_transfer_automatic,81.65,3618.7,2.68,7
8347-gdtmp,0,0,0,1,0,64,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.45,1225.65,0.64,1
8348-hfyiv,1,1,0,0,0,2,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic_check,49.25,90.35,1.62,4
8348-jlbug,0,1,1,1,0,64,1,0,fiber_optic,1,0,1,0,0,0,one_year,0,credit_card_automatic,80.3,5017.7,2.64,4
8350-nymvi,0,0,0,0,0,39,0,0,dsl,0,1,1,1,0,0,month-to-month,0,bank_transfer_automatic,41.1,1597.05,1.35,4
8356-wuaoj,0,0,0,1,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,45.0,45.0,1.48,2
8357-eqxfo,1,0,0,0,0,7,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,95.35,660.9,3.13,5
8361-lbrdi,0,0,0,0,0,58,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,24.35,1423.85,0.8,2
8361-ltmkd,1,1,1,1,0,4,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,74.4,306.6,2.44,3
8364-trmmk,1,0,0,0,0,3,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,50.65,151.3,1.66,3
8372-juxui,1,1,0,0,1,1,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,74.35,74.35,2.44,3
8374-uulrv,0,1,0,0,0,72,1,1,dsl,1,1,0,1,1,1,two_year,0,credit_card_automatic,86.05,6309.65,2.83,8
8374-xgejj,1,1,1,1,0,43,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,101.0,4388.4,3.32,6
8375-dkebr,1,0,1,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.6,69.6,2.29,2
8375-kvthk,0,1,0,1,0,68,1,0,fiber_optic,0,1,0,1,1,1,one_year,1,electronic_check,100.3,6754.35,3.3,6
8378-lkjaf,0,1,0,1,1,38,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,credit_card_automatic,101.15,3956.7,3.32,6
8380-mqinp,0,0,0,1,1,55,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.3,1079.05,0.67,1
8380-pefpe,1,1,0,0,1,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,71.65,71.65,2.35,2
8382-shqeh,1,0,0,1,0,8,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,84.9,764.95,2.79,4
8383-sghju,0,0,0,0,0,33,1,1,dsl,1,0,0,1,0,0,one_year,0,electronic_check,59.4,1952.8,1.95,5
8384-fzbjk,0,0,0,1,1,57,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,100.6,5611.7,3.31,6
8387-mojjt,1,0,0,1,1,42,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,credit_card_automatic,77.95,3384.0,2.56,3
8387-ugusu,0,0,0,1,1,15,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.05,284.3,0.66,1
8388-dmkae,0,0,0,0,0,8,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.25,174.65,0.67,1
8388-fynpz,0,1,0,0,0,4,1,0,dsl,1,0,1,0,0,0,month-to-month,0,electronic_check,56.75,245.15,1.86,4
8390-fesfv,0,0,0,0,0,62,1,1,dsl,0,1,1,1,1,1,two_year,0,bank_transfer_automatic,84.5,5193.2,2.78,8
8393-dlhga,1,1,0,0,1,25,1,0,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,95.9,2448.75,3.15,5
8393-jmvmb,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.45,19.45,0.64,1
8395-etzkq,0,1,1,1,1,68,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,19.5,1193.55,0.64,1
8397-mvtaz,1,1,0,1,0,34,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,100.05,3480.0,3.29,6
8398-tbiyd,0,0,0,0,0,72,1,1,fiber_optic,1,0,0,1,0,0,two_year,1,bank_transfer_automatic,84.7,6185.15,2.78,5
8399-yndch,1,1,1,0,0,21,1,0,dsl,0,0,1,0,1,0,month-to-month,1,bank_transfer_automatic,60.05,1236.15,1.97,4
8400-wzicq,0,0,0,1,1,55,1,0,dsl,1,1,0,0,0,0,month-to-month,0,electronic_check,55.7,3131.8,1.83,4
8401-emuwf,0,1,0,1,1,42,1,1,dsl,1,1,0,0,1,0,month-to-month,1,bank_transfer_automatic,69.4,3058.3,2.28,6
8402-eivqs,0,1,0,1,0,67,1,0,fiber_optic,1,1,0,0,1,1,one_year,1,credit_card_automatic,100.9,6733.15,3.31,6
8402-ooohj,0,0,0,0,0,41,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.65,835.15,0.68,1
8404-fydib,0,1,0,0,0,26,1,1,fiber_optic,1,1,0,0,0,0,month-to-month,1,credit_card_automatic,86.65,2208.75,2.85,5
8404-gfgcz,0,1,0,1,0,4,1,1,dsl,0,0,1,0,1,0,month-to-month,0,electronic_check,65.6,250.1,2.16,5
8404-viomb,0,0,0,0,0,66,0,0,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,62.5,4136.4,2.05,7
8404-vlqfb,0,0,0,1,1,15,1,1,no,0,0,0,0,0,0,month-to-month,1,electronic_check,25.25,394.85,0.83,2
8405-igqfx,0,0,0,0,0,63,1,0,fiber_optic,0,0,1,1,1,0,one_year,1,credit_card_automatic,90.05,5817.0,2.96,5
8406-lnmhf,0,1,1,1,0,59,1,0,fiber_optic,1,1,1,0,0,0,one_year,1,credit_card_automatic,82.95,4903.15,2.73,5
8409-wqjux,0,0,0,0,0,25,0,0,dsl,0,0,1,1,1,1,one_year,0,electronic_check,54.2,1423.15,1.78,5
8410-bgqxn,0,1,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.4,93.4,0.64,1
8413-vonuo,1,1,0,0,0,2,1,0,fiber_optic,0,1,0,0,1,1,month-to-month,0,electronic_check,95.65,167.3,3.14,5
8413-ynhnv,0,1,0,0,0,69,1,1,dsl,1,1,1,1,1,1,two_year,0,mailed_check,90.65,6322.1,2.98,9
8414-myshr,1,1,1,0,0,5,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,91.4,449.75,3.0,4
8414-ooeel,0,1,0,0,1,66,1,0,dsl,0,1,1,1,1,1,two_year,1,credit_card_automatic,79.5,5196.1,2.61,7
8417-fmlzi,1,1,0,1,1,6,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,credit_card_automatic,83.55,477.55,2.74,4
8417-gsoda,0,1,0,1,1,28,1,1,fiber_optic,0,0,0,0,1,1,one_year,0,bank_transfer_automatic,92.2,2568.15,3.03,5
8421-wzoow,0,0,1,1,1,57,1,0,fiber_optic,0,1,1,1,1,0,month-to-month,1,credit_card_automatic,95.3,5567.45,3.13,6
8429-xibum,1,1,0,0,0,22,1,1,fiber_optic,1,0,0,0,1,1,month-to-month,1,bank_transfer_automatic,101.35,2317.1,3.33,6
8430-twcbx,0,0,0,1,0,49,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,20.7,1032.05,0.68,1
8433-wpjtv,0,0,1,1,1,65,1,1,fiber_optic,0,0,1,1,1,1,one_year,1,bank_transfer_automatic,103.9,6767.1,3.41,7
8433-wxgna,1,1,0,0,0,2,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic_check,75.7,189.2,2.49,3
8434-pnqzx,0,0,0,0,0,42,1,1,dsl,0,0,1,1,1,1,two_year,1,credit_card_automatic,78.45,3373.4,2.58,7
8434-vgeqq,0,1,0,1,1,61,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,20.55,1305.95,0.68,1
8436-bjumm,1,1,0,1,1,26,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,83.75,2070.6,2.75,4
8439-ltugf,0,1,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,20.0,198.6,0.66,1
8441-shipe,0,0,0,0,0,67,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,25.6,1790.35,0.84,2
8443-wvpss,1,1,0,1,0,10,1,0,fiber_optic,0,1,0,1,1,1,month-to-month,1,electronic_check,99.85,990.9,3.28,6
8443-zrdbz,1,1,0,0,0,4,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,76.05,318.9,2.5,3
8444-wridw,1,0,1,0,0,66,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,credit_card_automatic,80.45,5224.35,2.64,4
